"Data extracted from 'diurnal.c' obtained from Mike Wotton, Canadian Forest Service, Natural Resources Canada, 705-759-5740 x2176 mwotton@nrcan.gc.ca"
"HIGHRH(9,39)"
200 ,24.3,33.0,39.9,46.8,50.2,53.6,56.9,60.4,61.8,63.4,64.1,64.9,65.7,66.5,67.4,68.2,69.1,70.0,70.9,71.8,72.7,73.7,74.7,75.7,76.7,77.8,78.9,80.0,81.1,82.3,83.4,84.7,85.9,87.2,88.4,89.6 , 90.5, 90.5
300 ,25.2,33.1,39.4,45.8,49.0,52.3,55.6,59.0,60.5,62.0,62.7,63.5,64.3,65.1,66.0,66.8,67.7,68.6,69.5,70.4,71.4,72.3,73.3,74.4,75.4,76.5,77.6,78.7,79.8,81.0,82.2,83.5,84.7,86.0,87.3,88.5 , 89.4, 89.4
400 ,26.2,33.2,38.9,44.8,47.9,51.0,54.3,57.7,59.1,60.6,61.4,62.2,63.0,63.8,64.6,65.5,66.3,67.2,68.1,69.1,70.0,71.0,72.0,73.0,74.1,75.2,76.3,77.4,78.6,79.8,81.0,82.3,83.6,84.9,86.2,87.5 , 88.4, 88.4
500 ,27.2,33.3,38.4,43.9,46.7,49.8,52.9,56.4,57.8,59.3,60.1,60.8,61.6,62.5,63.3,64.2,65.0,65.9,66.8,67.8,68.7,69.7,70.7,71.7,72.8,73.9,75.0,76.2,77.4,78.6,79.8,81.1,82.5,83.8,85.2,86.4 , 87.3, 87.3
559 ,28.2,33.4,37.9,42.9,45.7,48.6,51.7,55.1,56.5,58.0,58.8,59.6,60.4,61.2,62.0,62.9,63.8,64.6,65.6,66.5,67.5,68.4,69.5,70.5,71.6,72.7,73.8,75.0,76.2,77.4,78.7,80.0,81.4,82.7,84.1,85.4 , 86.3, 86.3
600 ,28.2,33.4,37.9,42.9,45.7,48.6,51.7,55.1,56.5,58.0,58.8,59.6,60.4,61.2,62.0,62.9,63.8,64.6,65.6,66.5,67.5,68.4,69.5,70.5,71.6,72.7,73.8,75.0,76.2,77.4,78.7,80.0,81.4,82.7,84.1,85.4 , 86.3, 86.3
1200,17.5,27.7,34.4,40.9,44.5,48.2,52.5,57.3,59.4,61.7,62.9,64.2,65.5,66.9,68.5,70.5,73.8,76.4,78.4,80.0,81.5,82.8,84.0,85.2,86.3,87.5,88.6,89.7,90.8,91.9,92.9,94.0,95.0,96.0,97.0,97.9 , 98.7, 98.7
1300,17.5,28.3,35.8,43.2,47.2,51.5,56.0,61.0,63.2,65.5,66.7,67.9,69.3,70.7,72.2,73.9,76.3,78.2,79.8,81.1,82.4,83.7,84.8,86.0,87.1,88.2,89.3,90.4,91.4,92.5,93.5,94.6,95.6,96.6,97.6,98.5 , 99.3, 99.3
1400,17.5,29.0,37.2,45.6,50.1,54.8,59.8,65.1,67.3,69.6,70.8,72.0,73.3,74.6,76.1,77.4,78.7,79.9,81.1,82.3,83.4,84.6,85.7,86.8,87.9,88.9,90.0,91.0,92.1,93.1,94.1,95.1,96.1,97.1,98.1,99.1 ,100.0,100.0
1500,17.5,29.5,38.6,47.8,52.5,57.4,62.4,67.5,69.6,71.8,72.9,74.0,75.1,76.3,77.5,78.7,79.9,81.0,82.1,83.2,84.2,85.3,86.4,87.4,88.5,89.5,90.5,91.5,92.6,93.6,94.6,95.6,96.6,97.6,98.6,99.6 ,100.4,100.4
1600,17.5,30.0,40.0,50.0,55.0,60.0,65.0,70.0,72.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.1,93.1,94.1,95.1,96.1,97.1,98.1,99.1,100.1,101.0,101.0
1700,17.8,30.6,40.8,51.0,56.1,61.0,65.8,70.4,72.2,74.0,75.0,75.9,76.8,77.8,78.7,79.7,80.6,81.6,82.6,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.6,98.6,99.6 ,100.4,100.4
1800,18.0,31.1,41.6,52.0,57.1,62.0,66.6,70.7,72.3,74.0,74.9,75.7,76.6,77.5,78.4,79.3,80.2,81.2,82.1,83.0,84.0,84.9,85.9,86.9,87.9,88.9,89.9,90.9,91.9,92.9,93.9,95.0,96.0,97.1,98.1,99.1 , 99.9, 99.9
1900,18.5,31.8,42.4,52.6,57.5,62.0,66.2,70.0,71.6,73.2,74.0,74.8,75.7,76.5,77.4,78.2,79.1,80.0,80.9,81.8,82.8,83.7,84.6,85.6,86.6,87.5,88.5,89.5,90.5,91.5,92.6,93.6,94.6,95.7,96.7,97.8 , 98.6, 98.6
2000,19.1,32.5,43.2,53.3,57.9,62.0,65.9,69.4,70.9,72.4,73.1,73.9,74.7,75.5,76.3,77.2,78.0,78.9,79.8,80.6,81.5,82.5,83.4,84.3,85.3,86.2,87.2,88.2,89.2,90.2,91.2,92.3,93.3,94.3,95.4,96.4 , 97.4, 97.4
2100,19.9,32.5,42.6,52.1,56.5,60.5,64.3,67.8,69.3,70.8,71.5,72.3,73.1,73.9,74.8,75.6,76.5,77.3,78.2,79.1,80.0,80.9,81.9,82.8,83.8,84.8,85.8,86.8,87.8,88.8,89.9,90.9,92.0,93.1,94.2,95.2 , 96.2, 96.2
2200,20.7,32.6,42.1,51.0,55.2,59.1,62.7,66.2,67.7,69.2,70.0,70.8,71.6,72.4,73.2,74.1,74.9,75.8,76.7,77.6,78.5,79.4,80.4,81.3,82.3,83.3,84.3,85.4,86.4,87.5,88.6,89.6,90.8,91.9,93.0,94.1 , 95.0, 95.0
2300,21.6,32.7,41.5,50.0,53.9,57.6,61.2,64.7,66.2,67.7,68.5,69.3,70.1,70.9,71.7,72.5,73.4,74.3,75.2,76.1,77.0,77.9,78.9,79.9,80.9,81.9,82.9,84.0,85.0,86.1,87.2,88.4,89.5,90.7,91.8,92.9 , 93.9, 93.9
2400,22.5,32.8,41.0,48.9,52.7,56.3,59.8,63.3,64.7,66.2,67.0,67.8,68.6,69.4,70.2,71.1,71.9,72.8,73.7,74.6,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.6,83.7,84.8,86.0,87.1,88.3,89.5,90.7,91.8 , 92.7, 92.7
2500,23.4,32.9,40.5,47.8,51.4,54.9,58.3,61.8,63.3,64.8,65.5,66.3,67.1,67.9,68.8,69.6,70.5,71.4,72.3,73.2,74.1,75.1,76.1,77.1,78.1,79.1,80.2,81.3,82.4,83.5,84.7,85.9,87.1,88.3,89.5,90.7 , 91.6, 91.6
END
